concept:city:saigon	concept:citycapitalofcountry	concept:country:west_indies
concept:country:scotland	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:coach:n3	concept:mutualproxyfor	concept:governmentorganization:house
concept:country:democratic_republic_of_congo	concept:countryalsoknownas	concept:country:senegal
concept:city:taipei	concept:proxyfor	concept:city:taiwan
concept:governmentorganization:epa	concept:atdate	concept:year:n1997
concept:country:rwanda	concept:atdate	concept:dateliteral:n2008
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:sri_lanka
concept:stateorprovince:kentucky	concept:statelocatedingeopoliticallocation	concept:disease:hemophilia
concept:writer:matter	concept:mutualproxyfor	concept:book:new
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:city:home
concept:lake:new	concept:locationlocatedwithinlocation	concept:country:career
concept:city:petersburg	concept:citylocatedincountry	concept:country:russia
concept:county:las_vegas	concept:proxyfor	concept:coach:new
concept:coach:billy_donovan	concept:personbelongstoorganization	concept:city:florida
concept:city:montreal	concept:atdate	concept:agriculturalproduct:flax
concept:country:netherlands	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:service	concept:atdate	concept:food:pate
concept:city:portland	concept:cityliesonriver	concept:river:willamette_river
concept:politicalparty:republic	concept:synonymfor	concept:country:france_france
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:turkey
concept:city:largo	concept:subpartof	concept:city:florida
concept:country:greece	concept:atdate	concept:dateliteral:n2006
concept:country:israel	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:country:scotland	concept:atdate	concept:dateliteral:n2005
concept:city:new_orleans	concept:atdate	concept:skiarea:tennessee
concept:country:republic	concept:countryalsoknownas	concept:country:senegal
concept:island:mother	concept:atdate	concept:dateliteral:n2002
concept:city:richmond	concept:proxyfor	concept:stateorprovince:texas
concept:beverage:new	concept:atlocation	concept:farm:farmers
concept:visualizablething:malt	concept:atdate	concept:agriculturalproduct:flax
concept:country:argentina	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:seoul	concept:locationlocatedwithinlocation	concept:actor:van_andel_arena
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:service
concept:comedian:day	concept:atdate	concept:date:n1958
concept:country:slovak_republic	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:country:switzerland	concept:atdate	concept:agriculturalproduct:flax
concept:island:operations	concept:atdate	concept:agriculturalproduct:flax
concept:lake:new	concept:locationlocatedwithinlocation	concept:trainstation:agents
concept:stateorprovince:new_mexico	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:texas
concept:chemical:slovenia	concept:atdate	concept:dateliteral:n2008
concept:city:manteca	concept:locationlocatedwithinlocation	concept:disease:crohn
concept:city:geneva	concept:cityliesonriver	concept:river:rh_ne
concept:city:richmond	concept:proxyfor	concept:disease:crohn
concept:ceo:reggie_fils_aime	concept:personbelongstoorganization	concept:country:__america
concept:airport:europe	concept:atdate	concept:date:n1993
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:county:new_mexico
concept:person:iran	concept:personleadsgeopoliticalorganization	concept:governmentorganization:united_nations
concept:city:berlin	concept:atdate	concept:dateliteral:n2002
concept:city:hartford	concept:proxyfor	concept:stateorprovince:connecticut
concept:visualizablething:malt	concept:atdate	concept:date:n1951
concept:country:republic_of_guatemala	concept:countrylocatedingeopoliticallocation	concept:country:third_world_countries
concept:city:new_westminster	concept:proxyfor	concept:stateorprovince:british_columbia
concept:city:valencia	concept:citylocatedinstate	concept:disease:crohn
concept:country:germany	concept:countrylocatedingeopoliticallocation	concept:politicalparty:other_countries
concept:musician:agencies	concept:agentbelongstoorganization	concept:governmentorganization:u_s__department
concept:disease:crohn	concept:mutualproxyfor	concept:city:duarte
concept:river:olentangy	concept:stateorprovinceisborderedbystateorprovince	concept:visualizablescene:washington
concept:country:egypt	concept:organizationterminatedperson	concept:person:tim_hatrich
concept:country:__america	concept:organizationalsoknownas	concept:country:australasia
concept:lake:new	concept:locationlocatedwithinlocation	concept:building:prices
concept:country:arabia_saudita	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:middle_east
concept:governmentorganization:governments	concept:atdate	concept:food:pate
concept:city:home	concept:atdate	concept:politicaloffice:prez
concept:restaurant:melting_pot	concept:proxyfor	concept:book:new
concept:politicsissue:programs	concept:atdate	concept:agriculturalproduct:flax
concept:city:scranton	concept:proxyfor	concept:stateorprovince:pennsylvania
concept:disease:crohn	concept:mutualproxyfor	concept:city:san_luis_obispo
concept:country:tunisia	concept:atdate	concept:dateliteral:n2008
concept:book:new	concept:proxyfor	concept:room:dates
concept:city:washington_d_c	concept:mutualproxyfor	concept:city:kirkland
concept:city:charleston	concept:citylocatedinstate	concept:stateorprovince:south_carolina
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:city:state
concept:island:operations	concept:atdate	concept:dateliteral:n2005
concept:country:germany	concept:atdate	concept:year:n1991
concept:book:new	concept:atlocation	concept:geopoliticallocation:americas
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:stateorprovince:wisconsin
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:tripoli
concept:country:__america	concept:countryalsoknownas	concept:country:bangladesh
concept:stateorprovince:manitoba	concept:statelocatedincountry	concept:country:canada_canada
concept:book:home_town	concept:mutualproxyfor	concept:book:new
concept:city:cambridge	concept:citylocatedinstate	concept:stateorprovince:massachusetts
concept:city:fayetteville	concept:atlocation	concept:sportsteam:wichita_state_university
concept:personmexico:ryan_whitney	concept:personleadsorganization	concept:bank:citizens
concept:country:lebanon	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:country:croatia	concept:atdate	concept:dateliteral:n2008
concept:agent:start	concept:atdate	concept:agriculturalproduct:flax
concept:city:smyrna	concept:locationlocatedwithinlocation	concept:stateorprovince:georgia
concept:wallitem:beginning	concept:atdate	concept:year:n1998
concept:book:new	concept:mutualproxyfor	concept:country:representative
concept:book:new	concept:mutualproxyfor	concept:bedroomitem:piece
concept:country:republic	concept:countryalsoknownas	concept:country:argentina
concept:sportsteam:brazil	concept:proxyfor	concept:lake:new
concept:lake:new	concept:proxyfor	concept:publication:people_
concept:beverage:new	concept:atlocation	concept:website:information
concept:lake:new	concept:mutualproxyfor	concept:country:australia
concept:country:finland	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:governmentorganization:departments	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:weapon:plus	concept:mutualproxyfor	concept:book:new
concept:city:service	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:city:united_kingdom	concept:atdate	concept:date:n2001
concept:room:ownership	concept:atdate	concept:skiarea:tennessee
concept:city:home	concept:atdate	concept:skiarea:tennessee
concept:person:iran	concept:synonymfor	concept:politicalparty:republic
concept:city:districts	concept:mutualproxyfor	concept:beverage:new
concept:city:berkeley	concept:atlocation	concept:disease:crohn
concept:country:republic	concept:countrylocatedingeopoliticallocation	concept:country:eastern_european_countries
concept:book:new	concept:mutualproxyfor	concept:island:new_york_city_metropolitan_area
concept:city:newport_news_hampton_wmsburg	concept:subpartof	concept:stateorprovince:virginia
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:mainland
concept:city:burnaby	concept:cityalsoknownas	concept:city:columbia
concept:city:army	concept:atdate	concept:dateliteral:n2006
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:contract
concept:governmentorganization:european_union	concept:atdate	concept:dateliteral:n2008
concept:sportsgame:championship	concept:atdate	concept:food:pate
concept:city:lansing	concept:citylocatedincountry	concept:country:usa
concept:river:nile	concept:riveremptiesintoriver	concept:river:euphrates
concept:geopoliticallocation:support	concept:istallerthan	concept:publication:people_
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:army
concept:website:projects	concept:atdate	concept:food:pate
concept:city:geneva	concept:atdate	concept:dateliteral:n2006
concept:geopoliticallocation:agencies	concept:subpartoforganization	concept:governmentorganization:us_department
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:city:dallas
concept:stateorprovince:pennsylvania	concept:statelocatedincountry	concept:country:us
concept:country:greece	concept:atdate	concept:dateliteral:n2005
concept:county:baltimore	concept:atdate	concept:dateliteral:n2008
concept:city:palm_desert	concept:subpartof	concept:disease:crohn
concept:lake:new	concept:locationlocatedwithinlocation	concept:river:counties
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:county:student
concept:governmentorganization:department	concept:atdate	concept:food:pate
concept:country:azerbaijan	concept:countryalsoknownas	concept:country:republic
concept:country:italy	concept:atdate	concept:skiarea:tennessee
concept:musicinstrument:mixture	concept:proxyfor	concept:book:new
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:costa_rica
concept:city:rome	concept:atlocation	concept:stateorprovince:new_york
concept:room:house	concept:mutualproxyfor	concept:filmfestival:eight
concept:city:worcester	concept:proxyfor	concept:stateorprovince:massachusetts
concept:city:brisbane	concept:atdate	concept:dateliteral:n2005
concept:governmentorganization:national_security_council	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:disease:crohn	concept:statelocatedincountry	concept:country:usa
concept:country:el_salvador	concept:atdate	concept:dateliteral:n2005
concept:country:armenia	concept:countrylocatedingeopoliticallocation	concept:continent:asia
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:county:health
concept:visualartmovement:rome	concept:proxyfor	concept:country:italy
concept:island:morro_bay	concept:atlocation	concept:disease:crohn
concept:room:south	concept:mutualproxyfor	concept:county:philadelphia
concept:island:manhattan	concept:cityliesonriver	concept:attraction:grand
concept:country:israel	concept:atdate	concept:year:n1998
concept:country:kazakhstan	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:central_asia
